Exposure,VehValue,VehAge,VehBody,Gender,DrivAge,ClaimOcc,ClaimNb,ClaimAmount,policy
0.2600958248,4.75,young cars,Station wagon,Female,working people,1,1,749.54999924,P2644
0.6598220397,3.199,youngest cars,Station wagon,Female,old people,1,1,14276.75,P2645
0.5941136208,0.54,oldest cars,Hatchback,Female,young people,1,1,200.00999451,P2646
0.81861738529999994,1.74,young cars,Sedan,Male,working people,1,1,200,P2647
0.6570841889,3.5,youngest cars,Station wagon,Female,older work. people,1,1,639.30999947,P2648
0.6598220397,2.6,old cars,Hardtop,Male,young people,1,1,390,P2649
0.81861738529999994,1.18,young cars,Hatchback,Female,young people,1,1,1166.1299992,P2650
0.81861738529999994,2.43,youngest cars,Sedan,Female,oldest people,1,1,732.86999893,P2651
0.3586584531,2.14,old cars,Sedan,Male,working people,1,1,7571.719986,P2652
0.6570841889,5.7,youngest cars,Station wagon,Male,youngest people,1,1,502.5,P2653
0.6707734428,2.31,youngest cars,Hatchback,Male,working people,1,1,511.21999931,P2654
0.6707734428,1.36,old cars,Hatchback,Female,working people,1,1,3413.8499985,P2655
0.6570841889,0.36,oldest cars,Hatchback,Female,working people,1,1,530,P2656
0.7446954141,0.73,oldest cars,Hatchback,Male,older work. people,1,1,6132.6699982,P2657
0.7446954141,1.2,young cars,Hatchback,Female,oldest people,1,1,200,P2658
0.7446954141,0.95,oldest cars,Sedan,Female,old people,1,1,200,P2659
0.7446954141,1.15,old cars,Sedan,Male,older work. people,1,1,4285.6399994,P2660
0.7446954141,1.99,young cars,Sedan,Male,oldest people,1,1,569.5,P2661
0.4736481862,1.34,young cars,Hatchback,Female,old people,1,1,1697.6599998,P2662
0.6570841889,0.95,oldest cars,Sedan,Female,older work. people,1,2,1487.7299976,P2663
0.6570841889,1.15,old cars,Coupe,Male,working people,1,1,853.22999954,P2664
0.2874743326,0.79,old cars,Hatchback,Female,working people,1,1,9737.039978,P2665
0.2272416153,1.12,old cars,Hatchback,Female,old people,1,1,353.76999998,P2666
0.9883641342,1.74,young cars,Hatchback,Male,working people,1,1,200,P2667
0.9993155373,1.05,oldest cars,Panel van,Male,old people,1,1,346.61999989,P2668
0.334017796,0.44,oldest cars,Hatchback,Female,oldest people,1,1,329.9199996,P2669
0.1834360027,1.42,young cars,Hatchback,Male,older work. people,1,1,8986.1799622,P2670
0.501026694,1.49,old cars,Sedan,Female,older work. people,1,1,1008.3199997,P2671
0.7419575633,0.82,oldest cars,Hatchback,Female,oldest people,1,1,829.00999832,P2672
0.7419575633,1.48,oldest cars,Minibus,Male,old people,1,1,2033.5,P2673
0.7419575633,0.95,oldest cars,Sedan,Female,oldest people,1,1,415.64999962,P2674
0.8158795346,0.8,oldest cars,Utility,Male,young people,1,1,1912.4899979,P2675
0.7419575633,0.48,oldest cars,Hatchback,Female,working people,1,1,339.37999964,P2676
0.4572210814,2.38,youngest cars,Sedan,Male,old people,1,1,200,P2677
0.6461327858,1.65,young cars,Sedan,Female,young people,1,1,200,P2678
0.4572210814,1.03,old cars,Sedan,Female,oldest people,1,1,2857.5899963,P2679
0.6543463381,1.01,oldest cars,Sedan,Male,older work. people,1,1,1018.1999989,P2680
0.6543463381,1.26,young cars,Hatchback,Female,old people,1,1,6946.4599915,P2681
0.9226557153,1.89,young cars,Hatchback,Female,working people,1,1,1193.8299999,P2682
0.9911019849,2.23,youngest cars,Truck,Male,working people,1,2,1975.4099998,P2683
0.0328542094,1,old cars,Sedan,Female,oldest people,1,1,3431.8899994,P2684
0.9911019849,2.23,youngest cars,Truck,Male,working people,1,1,353.76999998,P2685
0.3832991102,1.68,young cars,Sedan,Female,old people,1,1,200,P2686
0.9664613279,4.5,youngest cars,Station wagon,Male,old people,1,1,2925.7899933,P2687
0.9664613279,1.29,young cars,Hatchback,Female,older work. people,1,1,353.76999998,P2688
0.386036961,1.28,young cars,Hatchback,Female,working people,1,1,289.08999991,P2689
0.0547570157,1.68,oldest cars,Utility,Male,youngest people,1,1,8657.9599609,P2690
0.925393566,3.04,old cars,Station wagon,Male,working people,1,1,4782.1099854,P2691
0.4490075291,1.22,oldest cars,Station wagon,Female,older work. people,1,1,531.0899992,P2692
0.4517453799,1.75,young cars,Sedan,Female,oldest people,1,1,200,P2693
0.44626967829999997,0.46,oldest cars,Sedan,Female,oldest people,1,1,465.88999939,P2694
0.4982888433,1.35,youngest cars,Hatchback,Female,working people,1,1,200,P2695
0.4517453799,0.82,old cars,Hatchback,Male,working people,1,1,384.13999987,P2696
0.4517453799,1.56,young cars,Sedan,Male,oldest people,1,1,639.55999947,P2697
0.5475701574,2.09,old cars,Station wagon,Male,young people,1,1,452.46999931,P2698
0.4572210814,0.54,oldest cars,Hatchback,Female,older work. people,1,1,2852.6499939,P2699
0.4490075291,1.63,young cars,Hatchback,Female,working people,1,1,728,P2700
0.5503080082,1.91,oldest cars,Station wagon,Male,working people,1,1,353.76999998,P2701
0.0465434634,3.17,youngest cars,Station wagon,Female,older work. people,1,1,3226.5399933,P2702
0.4517453799,1.57,young cars,Sedan,Female,working people,1,1,294.59000015,P2703
0.6516084873,0.9,old cars,Hatchback,Male,youngest people,1,1,1032.3799992,P2704
0.925393566,2.27,old cars,Minibus,Female,older work. people,1,1,1118.6999989,P2705
0.3969883641,0.8,old cars,Hatchback,Female,old people,1,1,200,P2706
0.9691991786,1.46,oldest cars,Utility,Male,older work. people,1,1,423,P2707
0.5311430527,2.71,old cars,Station wagon,Female,working people,1,1,2886.7199936,P2708
0.8706365503,2.71,old cars,Station wagon,Male,working people,1,2,1278.5799994,P2709
0.6160164271,1.65,young cars,Hatchback,Female,working people,1,1,988.70999908,P2710
0.9883641342,1.61,oldest cars,Truck,Male,working people,1,1,2587.0999985,P2711
0.3832991102,1.26,young cars,Hatchback,Female,old people,1,1,200,P2712
0.6160164271,2.31,youngest cars,Hatchback,Female,older work. people,1,1,353.76999998,P2713
0.3832991102,1.33,oldest cars,Panel van,Female,working people,1,1,2116.2299995,P2714
0.6461327858,2.15,young cars,Coupe,Male,older work. people,1,2,1927.3899994,P2715
0.3832991102,0.82,old cars,Sedan,Female,youngest people,1,1,200,P2716
0.5557837098,1.97,oldest cars,Station wagon,Female,working people,1,1,389.94999981,P2717
0.44626967829999997,2.75,youngest cars,Sedan,Female,working people,1,1,657.79999924,P2718
0.4407939767,0.46,oldest cars,Hatchback,Male,older work. people,1,1,1398.4299965,P2719
0.4435318275,2.13,young cars,Sedan,Female,older work. people,1,1,369.36999989,P2720
0.4435318275,1.53,old cars,Utility,Male,old people,1,1,1498.5899963,P2721
0.6461327858,0.95,oldest cars,Sedan,Female,working people,1,1,559.54999924,P2722
0.4435318275,2.73,youngest cars,Panel van,Female,older work. people,1,1,389.94999981,P2723
0.038329911,0.88,oldest cars,Sedan,Female,working people,1,1,7534.9899902,P2724
0.076659822,0.46,oldest cars,Hatchback,Female,older work. people,1,1,485.90999794,P2725
0.1259411362,2.11,old cars,Truck,Male,young people,1,1,1598.9999962,P2726
0.5448323066,1.31,young cars,Sedan,Female,youngest people,1,1,3750.6799927,P2727
0.3148528405,0.35,oldest cars,Hatchback,Female,youngest people,1,1,7866.809967,P2728
0.9993155373,2.89,old cars,Station wagon,Male,young people,1,1,390,P2729
0.6461327858,0.38,oldest cars,Sedan,Female,working people,1,1,1905.5599976,P2730
0.6461327858,1.58,youngest cars,Truck,Male,working people,1,1,6844.6299896,P2731
0.1040383299,1.79,youngest cars,Hatchback,Female,old people,1,1,2934.75,P2732
0.7255304586,1.14,old cars,Sedan,Female,old people,1,1,1089.4199982,P2733
0.643394935,1.33,old cars,Sedan,Female,youngest people,1,1,307.8499999,P2734
0.3805612594,1.82,young cars,Sedan,Female,old people,1,1,1731.6899986,P2735
0.7529089665,0.96,oldest cars,Sedan,Female,older work. people,1,1,2254.7199936,P2736
0.3805612594,0.71,oldest cars,Sedan,Female,working people,1,1,200,P2737
0.0328542094,0.31,oldest cars,Sedan,Female,oldest people,1,1,200,P2738
0.7501711157,4.75,young cars,Station wagon,Male,old people,1,1,353.76999998,P2739
0.2546201232,0.74,oldest cars,Station wagon,Male,older work. people,1,1,200,P2740
0.257357974,0.44,oldest cars,Hatchback,Female,oldest people,1,1,200,P2741
0.7474332649,0.66,oldest cars,Hatchback,Female,young people,1,1,5564.6299896,P2742
0.2546201232,4.82,young cars,Station wagon,Female,older work. people,1,1,1236.8799973,P2743
0.3887748118,0.98,old cars,Sedan,Male,young people,1,1,9670.809967,P2744
0.5366187543,0.81,old cars,Hatchback,Female,older work. people,1,1,345,P2745
0.0876112252,0.81,old cars,Sedan,Female,older work. people,1,1,265.87998891,P2746
0.4517453799,1.67,old cars,Sedan,Female,young people,1,1,462.72999954,P2747
0.7419575633,4.73,youngest cars,Station wagon,Female,older work. people,1,1,1513.9399986,P2748
0.9993155373,4,old cars,Station wagon,Female,old people,1,1,353.76999998,P2749
0.1177275838,1.06,old cars,Sedan,Female,older work. people,1,1,200,P2750
0.4353182752,2.37,old cars,Truck,Female,young people,1,1,2066.0499992,P2751
0.257357974,5.19,youngest cars,Station wagon,Female,working people,1,1,2438.5399933,P2752
0.1834360027,2.02,old cars,Hardtop,Male,youngest people,1,1,12481.899963,P2753
0.643394935,3.91,youngest cars,Utility,Male,working people,1,1,1086.4799995,P2754
0.7392197125,2.87,old cars,Station wagon,Male,working people,1,1,3776.75,P2755
0.7392197125,0.73,oldest cars,Sedan,Male,old people,1,1,1416.2999992,P2756
0.2600958248,1.45,old cars,Sedan,Male,oldest people,1,1,503.88999939,P2757
0.7939767283,1.8,young cars,Sedan,Male,old people,1,1,828.27999878,P2758
0.7337440109,0.43,oldest cars,Hatchback,Female,oldest people,1,1,200,P2759
0.643394935,2.48,young cars,Sedan,Male,youngest people,1,1,3262.9799957,P2760
0.4161533196,2.75,youngest cars,Sedan,Female,working people,1,1,200,P2761
0.2600958248,1.38,old cars,Sedan,Female,older work. people,1,1,200,P2762
0.3285420945,3.24,youngest cars,Utility,Male,young people,1,1,801.04999924,P2763
0.2628336756,1.05,oldest cars,Station wagon,Female,old people,1,1,389.94999981,P2764
0.2600958248,1.24,old cars,Hatchback,Female,working people,1,1,4752.3199921,P2765
0.9993155373,4.71,youngest cars,Station wagon,Female,young people,1,1,345,P2766
0.2628336756,4.98,young cars,Station wagon,Female,young people,1,1,390,P2767
0.9993155373,4,old cars,Station wagon,Female,young people,1,1,2202.6899986,P2768
0.9993155373,2.06,youngest cars,Sedan,Female,young people,1,1,1560.6599998,P2769
0.7364818617,0.95,oldest cars,Sedan,Female,older work. people,1,1,200,P2770
0.7337440109,1.46,oldest cars,Station wagon,Female,working people,1,1,2915.5499954,P2771
0.6652977413,3.51,old cars,Station wagon,Female,working people,1,2,2821.2699966,P2772
0.643394935,5.98,youngest cars,Station wagon,Male,youngest people,1,1,694.96999931,P2773
0.643394935,3.3,young cars,Station wagon,Female,young people,1,1,5145.469986,P2774
0.7501711157,1.64,young cars,Sedan,Male,older work. people,1,1,2307.8199997,P2775
0.6680355921,1.89,old cars,Hatchback,Male,youngest people,1,1,8259.8699951,P2776
0.6379192334,6.759,youngest cars,Station wagon,Male,young people,1,1,300,P2777
0.643394935,1.42,youngest cars,Hatchback,Female,working people,1,1,330,P2778
0.9993155373,0.69,oldest cars,Hatchback,Female,working people,1,1,1420.8999977,P2779
0.9993155373,1.87,young cars,Sedan,Male,young people,1,1,406.94999981,P2780
0.9719370294,3.099,youngest cars,Sedan,Male,young people,1,1,837.84999847,P2781
0.6680355921,3.15,young cars,Minibus,Female,working people,1,1,2389.7699966,P2782
0.6680355921,1.17,young cars,Hatchback,Male,working people,1,1,3001.7899933,P2783
0.7501711157,3.66,young cars,Station wagon,Female,old people,1,1,389.94999981,P2784
0.386036961,1.549,youngest cars,Hatchback,Female,working people,1,1,325.81999993,P2785
0.6242299795,2.14,old cars,Utility,Female,working people,1,1,487,P2786
0.7501711157,1.91,oldest cars,Station wagon,Male,older work. people,1,2,1311.3399992,P2787
0.7501711157,1.51,old cars,Sedan,Female,old people,1,1,345,P2788
0.9993155373,1.73,youngest cars,Hatchback,Female,youngest people,1,1,3276.5499954,P2789
0.9993155373,4.64,young cars,Station wagon,Male,old people,1,1,491.73999977,P2790
0.4188911704,6.16,youngest cars,Station wagon,Male,working people,1,1,3595.6999969,P2791
0.7310061602,2.02,youngest cars,Sedan,Male,oldest people,1,1,11250.199982,P2792
0.7310061602,1.67,old cars,Hatchback,Male,young people,1,1,710.36999512,P2793
0.4982888433,0.61,oldest cars,Sedan,Female,older work. people,1,2,1480.539999,P2794
0.7310061602,1.67,oldest cars,Station wagon,Male,working people,1,1,1049.9399986,P2795
0.9856262834,0.95,oldest cars,Sedan,Female,working people,1,1,264.44999981,P2796
0.6406570842,1.54,oldest cars,Hardtop,Male,young people,1,1,389.94999981,P2797
0.9965776865,1.27,youngest cars,Hatchback,Male,young people,1,2,1706.8799992,P2798
0.9965776865,2.099,youngest cars,Sedan,Male,young people,1,1,544.04999924,P2799
0.9883641342,3.96,young cars,Station wagon,Male,working people,1,1,867.11999893,P2800
0.6406570842,2.25,young cars,Station wagon,Female,old people,1,1,547.64999962,P2801
0.2464065708,5.05,youngest cars,Sedan,Female,working people,1,1,200,P2802
0.8843258042,1.29,oldest cars,Coupe,Female,older work. people,1,1,1471.75,P2803
0.7446954141,1.69,young cars,Sedan,Male,older work. people,1,1,367.72999954,P2804
0.8131416838,0.81,oldest cars,Panel van,Male,young people,1,1,353.79999971,P2805
0.6379192334,0.45,oldest cars,Sedan,Male,older work. people,1,1,200,P2806
0.7446954141,1.5,oldest cars,Hatchback,Male,older work. people,1,1,1125.4899998,P2807
0.4736481862,4.71,youngest cars,Station wagon,Male,working people,1,1,3337.9599991,P2808
0.6379192334,1.07,oldest cars,Sedan,Female,older work. people,1,1,6772.8099976,P2809
0.7446954141,3.26,young cars,Station wagon,Male,older work. people,1,1,389.94999981,P2810
0.34770705,6.62,old cars,Coupe,Male,older work. people,1,1,17734.809998,P2811
0.5557837098,1.52,oldest cars,Station wagon,Female,youngest people,1,1,353.76999998,P2812
0.7282683094,1.18,old cars,Sedan,Male,older work. people,1,1,1679.2399979,P2813
0.7282683094,1.27,old cars,Sedan,Male,old people,1,1,2023.2299995,P2814
0.7282683094,0.87,old cars,Hatchback,Female,old people,1,1,200,P2815
0.8076659822,1.18,young cars,Hatchback,Female,older work. people,1,1,594.32999992,P2816
0.4736481862,0.79,old cars,Hatchback,Male,old people,1,1,762.72999954,P2817
0.4134154689,1.65,young cars,Sedan,Female,older work. people,1,1,8168.1899719,P2818
0.6379192334,1.89,young cars,Truck,Male,older work. people,1,1,435.90999985,P2819
0.6379192334,1.04,old cars,Hatchback,Female,youngest people,1,1,200,P2820
0.5557837098,5.09,young cars,Sedan,Female,older work. people,1,1,941.90999985,P2821
0.6379192334,0.95,oldest cars,Hardtop,Female,young people,1,2,639.14999962,P2822
0.5612594114,0.93,old cars,Hatchback,Male,older work. people,1,2,553.76999998,P2823
0.3696098563,1.51,oldest cars,Station wagon,Female,working people,1,1,450,P2824
0.4380561259,1.03,old cars,Sedan,Male,working people,1,1,200,P2825
0.9719370294,2.03,youngest cars,Sedan,Female,working people,1,1,4287.9899979,P2826
0.9746748802,1.52,oldest cars,Station wagon,Male,oldest people,1,1,383.1699996,P2827
0.9883641341,1.56,young cars,Station wagon,Female,young people,1,1,353.76999998,P2828
0.9746748802,1.51,oldest cars,Station wagon,Male,old people,1,1,389.94999981,P2829
0.3504449008,1.26,young cars,Hatchback,Female,working people,1,1,522.84999943,P2830
0.9883641342,1.2,old cars,Sedan,Male,working people,1,1,452.72999954,P2831
0.4736481862,1.57,old cars,Sedan,Female,old people,1,1,200,P2832
0.6516084873,1.17,young cars,Hatchback,Female,working people,1,1,387.20999956000003,P2833
0.9883641342,0.74,oldest cars,Sedan,Female,older work. people,1,1,9786.3899841,P2834
0.1204654346,3.61,youngest cars,Utility,Male,young people,1,1,4031.2399979,P2835
0.6488706365,1.79,oldest cars,Utility,Female,working people,1,1,1285.4099998,P2836
0.9555099247,2.25,young cars,Truck,Male,young people,1,1,353.76999998,P2837
0.6598220397,6.18,oldest cars,Convertible,Male,old people,1,1,530,P2838
0.6324435318,1.8353,youngest cars,Hatchback,Female,working people,1,1,200,P2839
0.9883641342,1.72,young cars,Sedan,Male,youngest people,1,1,514.12999916,P2840
0.3696098563,0.46,oldest cars,Hatchback,Female,working people,1,1,200,P2841
0.9883641341,1.3,young cars,Hatchback,Female,old people,1,1,353.76999998,P2842
0.7419575633,1.84,young cars,Hatchback,Female,older work. people,1,1,200,P2843
0.7419575633,1.07,oldest cars,Sedan,Male,older work. people,1,1,572.72999954,P2844
0.3504449008,1.93,youngest cars,Hatchback,Female,oldest people,1,1,3001.7099991,P2845
0.6351813826,0.69,old cars,Hatchback,Male,older work. people,1,1,200,P2846
0.2162902122,3.28,young cars,Station wagon,Female,youngest people,1,1,353.76999998,P2847
0.5585215606,1.87,old cars,Sedan,Female,working people,1,1,1340.7799988,P2848
0.0136892539,0.64,oldest cars,Hatchback,Female,working people,1,1,7769.6899872,P2849
0.6351813826,1.58,old cars,Utility,Female,old people,1,1,2476.9399948,P2850
0.5612594114,1.49,youngest cars,Hatchback,Female,older work. people,1,1,10118.269989,P2851
0.9609856263,2.02,youngest cars,Hatchback,Female,working people,1,1,824.97999954,P2852
0.8131416838,2.03,old cars,Station wagon,Male,working people,1,1,14309.079987,P2853
0.6570841889,3.24,youngest cars,Sedan,Female,older work. people,1,1,200,P2854
0.9500342231,1.47,old cars,Sedan,Male,working people,1,1,1794.3899994,P2855
0.6351813826,4.15,young cars,Station wagon,Female,young people,1,1,18871.619995,P2856
0.6570841889,0.74,oldest cars,Hatchback,Male,older work. people,1,1,841.57999992,P2857
0.5995893224,3.26,young cars,Station wagon,Female,oldest people,1,1,1979.0299988,P2858
0.6351813826,0.69,old cars,Hatchback,Female,working people,1,1,4115.6399994,P2859
0.8131416838,1.74,young cars,Hatchback,Male,older work. people,1,1,6616.769989,P2860
0.6570841889,2.61,old cars,Utility,Male,youngest people,1,1,12311.569977,P2861
0.6269678302,1.25,old cars,Station wagon,Female,working people,1,1,200,P2862
0.5995893224,0.9,old cars,Hatchback,Male,youngest people,1,1,228.3999939,P2863
0.7419575633,2.199,youngest cars,Sedan,Female,working people,1,1,316.36540818,P2864
0.9828884326,2.299,youngest cars,Sedan,Female,oldest people,1,1,200,P2865
0.9856262834,2.23,young cars,Station wagon,Female,working people,1,1,200,P2866
0.6351813826,1.3,young cars,Hatchback,Female,older work. people,1,1,335,P2867
0.2409308693,1.44,oldest cars,Truck,Male,young people,1,1,389.94999981,P2868
0.0219028063,1.15,young cars,Hatchback,Male,working people,1,1,19553.739929,P2869
0.9856262834,1.45,old cars,Sedan,Female,working people,1,1,353.76999998,P2870
0.8898015058,2.26,old cars,Hardtop,Male,young people,1,1,1263.5499992,P2871
0.5256673511,0.79,old cars,Hatchback,Female,working people,1,2,3965.5899997,P2872
0.0547570157,2.89,old cars,Station wagon,Male,working people,1,1,527.2699995,P2873
0.8213552361,1.29,old cars,Sedan,Male,older work. people,1,1,4357.1499939,P2874
0.3668720055,1.35,youngest cars,Hatchback,Male,older work. people,1,1,7766.5299988,P2875
0.7419575633,1.14,old cars,Sedan,Male,older work. people,1,1,2153.8999977,P2876
0.9856262834,1.95,youngest cars,Sedan,Female,old people,1,1,689.36000538,P2877
0.9856262834,1.82,young cars,Sedan,Female,youngest people,1,1,367.72999954,P2878
0.8021902806,1.81,young cars,Utility,Female,young people,1,1,2255.3099976,P2879
0.3668720055,1.01,oldest cars,Sedan,Male,older work. people,1,1,428.28999996,P2880
0.9856262834,4.01,youngest cars,Station wagon,Male,older work. people,1,1,2954.9699936,P2881
0.4407939767,0.93,oldest cars,Hatchback,Male,older work. people,1,1,793.94999886,P2882
0.9856262834,1.97,old cars,Utility,Female,old people,1,1,858.95999908,P2883
0.7337440109,2.62,young cars,Station wagon,Male,older work. people,1,1,200,P2884
0.6488706365,3.2,youngest cars,Sedan,Female,young people,1,1,200,P2885
0.9801505818,1.58,young cars,Panel van,Male,old people,1,1,371.75,P2886
0.8021902806,1.79,young cars,Hatchback,Male,oldest people,1,1,876.36999893,P2887
0.6324435318,1.75,young cars,Sedan,Male,young people,1,1,677.22999954,P2888
0.7337440109,1.51,young cars,Sedan,Male,old people,1,1,2458.9699936,P2889
0.7337440109,1.37,young cars,Hatchback,Female,youngest people,1,1,776.75,P2890
0.9308692676,1.78,young cars,Hatchback,Female,older work. people,1,1,353.76999998,P2891
0.3641341547,1.57,old cars,Hardtop,Female,young people,1,1,1104.7199993,P2892
0.9801505818,1.19,young cars,Hatchback,Male,oldest people,1,1,875.04999924,P2893
0.3641341547,1.89,young cars,Sedan,Male,older work. people,1,1,1379.2899971,P2894
0.9828884326,1.82,young cars,Sedan,Male,older work. people,1,2,905.22999954,P2895
0.9828884326,1.33,old cars,Hatchback,Female,young people,1,1,6498.8499908,P2896
0.8350444901,1.31,youngest cars,Hatchback,Male,youngest people,1,1,997.46999931,P2897
0.9993155373,5.236,youngest cars,Station wagon,Female,old people,1,1,345,P2898
0.6269678302,1.28,young cars,Hatchback,Female,older work. people,1,1,344.88000107,P2899
0.9801505818,2.45,young cars,Hatchback,Male,older work. people,1,1,1474.579998,P2900
0.6269678302,4.849,youngest cars,Station wagon,Female,young people,1,1,258.43999958,P2901
0.6598220397,1.84,young cars,Sedan,Female,oldest people,1,1,809.27999878,P2902
0.9828884326,0.98,old cars,Sedan,Male,young people,1,2,3753.9699945,P2903
0.6570841889,0.74,oldest cars,Sedan,Female,working people,1,3,2351.829998,P2904
0.6269678302,2.32,old cars,Station wagon,Female,working people,1,1,1720.3099976,P2905
0.6351813826,1.58,youngest cars,Sedan,Female,youngest people,1,2,1164.5599995,P2906
0.3422313484,1.59,old cars,Sedan,Male,young people,1,1,395.90999985,P2907
0.7255304586,1.57,young cars,Sedan,Male,oldest people,1,1,571.8399992,P2908
0.7255304586,0.41,oldest cars,Sedan,Male,oldest people,1,1,200,P2909
0.7255304586,0.73,oldest cars,Sedan,Female,old people,1,1,1945.25,P2910
0.2737850787,1.25,old cars,Sedan,Female,working people,1,1,200,P2911
0.7556468172,0.69,oldest cars,Hatchback,Female,working people,1,1,552.54999924,P2912
0.5119780972,0.68,oldest cars,Hatchback,Female,young people,1,1,653.7699995,P2913
0.4161533196,4.349,youngest cars,Utility,Female,older work. people,1,1,389.94999981,P2914
0.7556468172,0.52,oldest cars,Sedan,Female,working people,1,1,353.76999998,P2915
0.4216290212,1.89,young cars,Hatchback,Male,youngest people,1,1,1409.9200058,P2916
0.6351813826,1.19,oldest cars,Station wagon,Male,young people,1,1,1044.6999989,P2917
0.2108145106,0.45,oldest cars,Sedan,Male,youngest people,1,1,255.68999207,P2918
0.9801505818,1.93,young cars,Sedan,Male,working people,1,1,3743.159996,P2919
0.0876112252,3.51,young cars,Hardtop,Male,young people,1,1,389.94999981,P2920
0.9500342231,1.06,old cars,Sedan,Female,young people,1,1,200,P2921
0.6269678302,2.85,old cars,Station wagon,Male,older work. people,1,1,516.65999985,P2922
0.9993155373,1.46,young cars,Sedan,Female,working people,1,1,466.03999996,P2923
0.2902121834,6.16,youngest cars,Station wagon,Female,young people,1,2,779.94999981,P2924
0.6269678302,1.57,youngest cars,Hatchback,Female,youngest people,1,1,200,P2925
0.9609856263,2.08,youngest cars,Sedan,Male,old people,1,1,200,P2926
0.3887748118,5.02,young cars,Station wagon,Female,working people,1,1,2202.3399963,P2927
0.6242299795,2.38,youngest cars,Sedan,Female,working people,1,1,6442.2799988,P2928
0.7994524298,1.96,old cars,Station wagon,Female,older work. people,1,1,200,P2929
0.3449691992,2.22,young cars,Sedan,Female,young people,1,1,550.90999985,P2930
0.7145790554,1.65,young cars,Sedan,Male,working people,1,1,443.04999971,P2931
0.758384668,1.35,young cars,Hatchback,Female,working people,1,1,1343.6199989,P2932
0.758384668,2.62,young cars,Sedan,Female,old people,1,1,508,P2933
0.2409308693,1.45,young cars,Sedan,Female,working people,1,1,1029.9899998,P2934
0.3613963039,3.94,young cars,Station wagon,Male,working people,1,1,3473.2399902,P2935
0.9801505818,4.03,youngest cars,Utility,Male,working people,1,1,1598.0599976,P2936
0.4517453799,2.61,old cars,Station wagon,Male,older work. people,1,1,824.25999832,P2937
0.1149897331,0.96,old cars,Hatchback,Female,young people,1,1,3305.3899994,P2938
0.6543463381,1.41,youngest cars,Hatchback,Female,working people,1,1,1200.0699997,P2939
0.9801505818,3.22,youngest cars,Station wagon,Male,old people,1,1,836.69999695,P2940
0.7282683094,1.8,young cars,Sedan,Female,older work. people,1,1,200,P2941
0.9801505818,2.07,old cars,Sedan,Male,young people,1,1,4770.8199921,P2942
0.3613963039,0.7,oldest cars,Utility,Male,old people,1,1,2449.2899933,P2943
0.0574948665,0.72,oldest cars,Hatchback,Female,working people,1,1,200,P2944
0.7282683094,0.82,oldest cars,Hatchback,Female,youngest people,1,2,1771.7099991,P2945
0.3504449008,1.68,old cars,Hatchback,Female,older work. people,1,1,14344.375671,P2946
0.9801505818,5.236,youngest cars,Station wagon,Female,older work. people,1,1,369.14999962,P2947
0.1013004791,0.7,oldest cars,Sedan,Female,old people,1,1,1952.7245369,P2948
0.6242299795,1.42,youngest cars,Hatchback,Female,older work. people,1,1,693.04999924,P2949
0.9993155373,0.47,oldest cars,Sedan,Male,older work. people,1,1,472,P2950
0.3093771389,4.71,youngest cars,Truck,Male,youngest people,1,1,1005.0099983,P2951
0.501026694,4.65,youngest cars,Station wagon,Male,young people,1,1,390,P2952
0.6160164271,0.82,old cars,Hatchback,Female,youngest people,1,1,1183.4599991,P2953
0.6242299795,1.45,young cars,Sedan,Female,young people,1,1,385.85999966,P2954
0.6242299795,2.06,youngest cars,Station wagon,Female,working people,1,1,558.88818073,P2955
0.6242299795,1.28,old cars,Station wagon,Male,young people,1,1,4254.0699997,P2956
0.205338809,0.9,old cars,Sedan,Male,young people,1,1,200,P2957
0.4325804244,1.23,oldest cars,Station wagon,Female,oldest people,1,2,718.89999819,P2958
0.4298425736,1.32,old cars,Sedan,Female,working people,1,1,200,P2959
0.977412731,0.42,oldest cars,Sedan,Male,older work. people,1,1,353.76999998,P2960
0.5694729637,3.01,old cars,Station wagon,Male,working people,1,1,364.67999983,P2961
0.4298425736,3.81,old cars,Station wagon,Male,oldest people,1,1,8500.9472656,P2962
0.4709103354,0.82,oldest cars,Hatchback,Female,young people,1,1,3208.2899933,P2963
0.4271047228,0.71,oldest cars,Sedan,Female,working people,1,1,1257.4899979,P2964
0.9993155373,0.7,oldest cars,Station wagon,Male,youngest people,1,1,1300.1599998,P2965
0.3394934976,1.98,young cars,Hatchback,Male,youngest people,1,1,200,P2966
0.4325804244,0.68,oldest cars,Hatchback,Female,working people,1,1,11382.219971,P2967
0.5667351129,2.29,young cars,Sedan,Female,older work. people,1,1,359.22999954,P2968
0.9883641342,2.46,youngest cars,Sedan,Female,oldest people,1,1,200,P2969
0.5722108145,2.66,young cars,Station wagon,Female,youngest people,1,1,1583.8499985,P2970
0.5776865161,0.7,oldest cars,Station wagon,Male,youngest people,1,1,5387.3699951,P2971
0.9828884326,2.11,young cars,Sedan,Male,old people,1,1,273.11999989,P2972
0.8350444901,5.236,youngest cars,Station wagon,Male,working people,1,1,408.94999981,P2973
0.9993155373,1.05,oldest cars,Sedan,Female,older work. people,1,2,1333.3999991,P2974
0.9856262834,0.73,oldest cars,Hatchback,Female,oldest people,1,1,1056.7999992,P2975
0.9856262834,0.8,oldest cars,Hatchback,Male,young people,1,1,331.5999999,P2976
0.9856262834,1.54,young cars,Sedan,Female,young people,1,1,522.30999947,P2977
